customer_id,name,email,signup_date,city,region,customer_segment
5882,Ankit Singh,user105882@example.com,2025-03-03,Mumbai,Central,Non-Prime
5883,Aditya Joshi,user105883@example.com,2025-06-04,Kolkata,Central,Non-Prime
5884,Priya Verma,user105884@example.com,2024-09-19,Delhi,East,Prime
5885,Ishaan Kumar,user105885@example.com,2023-06-16,Kolkata,West,Non-Prime
5886,Ishaan Rao,user105886@example.com,2025-02-26,Pune,East,Non-Prime
5887,Akki Chowdhury,user105887@example.com,2025-01-11,Pune,Central,Non-Prime
5888,Ankit Kumar,user105888@example.com,2025-08-16,Delhi,South,Non-Prime
5889,Aarav Mehta,user105889@example.com,2024-04-07,Kolkata,East,Prime
5890,Sunita Joshi,user105890@example.com,2021-10-06,Mumbai,South,Prime
5891,Pooja Gupta,user105891@example.com,2024-07-07,Lucknow,East,Non-Prime
5892,Sunita Mehta,user105892@example.com,2024-02-06,Chennai,North,Non-Prime
5893,Rohan Kumar,user105893@example.com,2024-08-16,Lucknow,North,Non-Prime
5894,Sunita Verma,user105894@example.com,2025-01-26,Lucknow,North,Non-Prime
5895,Ravi Singh,user105895@example.com,2025-03-21,Delhi,East,Non-Prime
5896,Ravi Patel,user105896@example.com,2021-09-07,Ahmedabad,East,Non-Prime
5897,Ritika Joshi,user105897@example.com,2022-07-02,Kolkata,East,Non-Prime
5898,Aditya Singh,user105898@example.com,2022-11-01,Mumbai,South,Prime
5899,Ritika Joshi,user105899@example.com,2025-05-26,Hyderabad,North,Non-Prime
5900,Raj Verma,user105900@example.com,2024-05-27,Hyderabad,North,Non-Prime
5901,Kavya Singh,user105901@example.com,2025-07-27,Ahmedabad,North,Prime
5902,Aditya Joshi,user105902@example.com,2023-12-07,Bengaluru,South,Non-Prime
5903,Sunita Sharma,user105903@example.com,2023-12-01,Pune,Central,Non-Prime
5904,Raj Mehta,user105904@example.com,2021-10-14,Chennai,West,Non-Prime
5905,Diya Kumar,user105905@example.com,2024-05-25,Chennai,East,Non-Prime
5906,Sameer Nair,user105906@example.com,2022-05-03,Chennai,South,Prime
5907,Priya Verma,user105907@example.com,2022-09-04,Bengaluru,East,Non-Prime
5908,Akki Shah,user105908@example.com,2023-02-04,Pune,East,Non-Prime
5909,Kavya Patel,user105909@example.com,2022-08-25,Jaipur,South,Non-Prime
5910,Aisha Iyer,user105910@example.com,2024-01-24,Jaipur,East,Non-Prime
5911,Rohan Singh,user105911@example.com,2025-02-06,Lucknow,North,Non-Prime
5912,Sunita Iyer,user105912@example.com,2021-11-11,Chennai,East,Non-Prime
5913,Aarav Mehta,user105913@example.com,2022-11-01,Hyderabad,South,Prime
5914,Raj Mehta,user105914@example.com,2023-12-21,Jaipur,North,Prime
5915,Pooja Sharma,user105915@example.com,2023-02-16,Mumbai,Central,Non-Prime
5916,Diya Gupta,user105916@example.com,2025-01-25,Mumbai,West,Non-Prime
5917,Ritika Patel,user105917@example.com,2021-10-31,Jaipur,North,Non-Prime
5918,Priya Nair,user105918@example.com,2024-06-06,Lucknow,South,Non-Prime
5919,Ravi Iyer,user105919@example.com,2023-04-12,Mumbai,North,Non-Prime
5920,Akki Verma,user105920@example.com,2024-03-01,Ahmedabad,West,Prime
5921,Aditya Kapoor,user105921@example.com,2022-02-24,Lucknow,North,Non-Prime
5922,Akki Shah,user105922@example.com,2023-09-30,Bengaluru,North,Prime
5923,Pooja Nair,user105923@example.com,2021-09-27,Jaipur,South,Non-Prime
5924,Pooja Rao,user105924@example.com,2023-08-20,Mumbai,North,Non-Prime
5925,Aisha Rao,user105925@example.com,2022-01-11,Delhi,Central,Non-Prime
5926,Sameer Mehta,user105926@example.com,2022-02-10,Delhi,Central,Non-Prime
5927,Raj Iyer,user105927@example.com,2021-09-29,Hyderabad,East,Non-Prime
5928,Ravi Patel,user105928@example.com,2024-03-20,Pune,East,Non-Prime
5929,Vivaan Kumar,user105929@example.com,2024-09-24,Pune,Central,Prime
5930,Pooja Nair,user105930@example.com,2022-02-10,Kolkata,North,Non-Prime
5931,Aarav Singh,user105931@example.com,2023-04-25,Chennai,South,Non-Prime
5932,Ankit Shah,user105932@example.com,2022-05-28,Ahmedabad,North,Non-Prime
5933,Kavya Nair,user105933@example.com,2022-01-04,Bengaluru,North,Prime
5934,Ritika Chowdhury,user105934@example.com,2022-10-26,Pune,West,Prime
5935,Aditya Sharma,user105935@example.com,2024-02-21,Chennai,Central,Non-Prime
5936,Akki Kapoor,user105936@example.com,2025-06-23,Ahmedabad,Central,Non-Prime
5937,Sunita Nair,user105937@example.com,2023-08-05,Kolkata,North,Non-Prime
5938,Rohan Sharma,user105938@example.com,2023-11-02,Bengaluru,East,Non-Prime
5939,Diya Bose,user105939@example.com,2023-04-22,Mumbai,East,Non-Prime
5940,Sameer Bose,user105940@example.com,2025-02-19,Lucknow,South,Prime
5941,Raj Chowdhury,user105941@example.com,2024-04-12,Bengaluru,East,Non-Prime
5942,Sunita Mehta,user105942@example.com,2022-07-28,Chennai,South,Non-Prime
5943,Sameer Joshi,user105943@example.com,2024-09-21,Ahmedabad,West,Non-Prime
5944,Aditya Bose,user105944@example.com,2023-09-04,Delhi,East,Non-Prime
5945,Sameer Sharma,user105945@example.com,2024-03-27,Ahmedabad,North,Non-Prime
5946,Diya Sharma,user105946@example.com,2024-01-29,Kolkata,South,Non-Prime
5947,Anaya Verma,user105947@example.com,2024-10-16,Bengaluru,South,Non-Prime
5948,Pooja Sharma,user105948@example.com,2021-09-17,Pune,South,Non-Prime
5949,Vivaan Iyer,user105949@example.com,2025-04-12,Lucknow,North,Non-Prime
5950,Priya Rao,user105950@example.com,2023-07-24,Jaipur,Central,Non-Prime
5951,Ritika Chowdhury,user105951@example.com,2025-04-06,Hyderabad,West,Prime
5952,Sameer Verma,user105952@example.com,2021-11-09,Hyderabad,North,Non-Prime
5953,Ishaan Kumar,user105953@example.com,2025-02-21,Mumbai,South,Non-Prime
5954,Kavya Gupta,user105954@example.com,2022-09-18,Bengaluru,West,Non-Prime
5955,Ankit Verma,user105955@example.com,2021-12-29,Chennai,Central,Non-Prime
5956,Aisha Kumar,user105956@example.com,2025-02-02,Chennai,Central,Prime
5957,Pooja Shah,user105957@example.com,2024-02-24,Bengaluru,Central,Non-Prime
5958,Ishaan Kapoor,user105958@example.com,2022-09-11,Pune,Central,Non-Prime
5959,Akki Kapoor,user105959@example.com,2022-08-14,Bengaluru,West,Non-Prime
5960,Raj Rao,user105960@example.com,2022-03-28,Ahmedabad,Central,Non-Prime
5961,Priya Verma,user105961@example.com,2024-05-29,Mumbai,South,Prime
5962,Raj Rao,user105962@example.com,2024-08-10,Delhi,West,Non-Prime
5963,Rohan Iyer,user105963@example.com,2024-07-14,Ahmedabad,North,Non-Prime
5964,Raj Gupta,user105964@example.com,2021-12-28,Jaipur,East,Non-Prime
5965,Kavya Iyer,user105965@example.com,2022-07-19,Lucknow,Central,Non-Prime
5966,Aditya Rao,user105966@example.com,2023-10-09,Pune,Central,Prime
5967,Raj Shah,user105967@example.com,2024-05-26,Chennai,South,Non-Prime
5968,Akki Verma,user105968@example.com,2022-09-03,Chennai,East,Non-Prime
5969,Raj Gupta,user105969@example.com,2022-12-08,Jaipur,Central,Non-Prime
5970,Vivaan Shah,user105970@example.com,2024-09-24,Hyderabad,South,Non-Prime
5971,Aisha Bose,user105971@example.com,2024-09-29,Kolkata,Central,Non-Prime
5972,Rohan Bose,user105972@example.com,2024-11-19,Lucknow,North,Non-Prime
5973,Raj Joshi,user105973@example.com,2023-12-18,Chennai,Central,Non-Prime
5974,Ishaan Kapoor,user105974@example.com,2024-03-03,Pune,Central,Non-Prime
5975,Vivaan Mehta,user105975@example.com,2024-08-18,Pune,Central,Non-Prime
5976,Ankit Patel,user105976@example.com,2025-07-15,Mumbai,Central,Non-Prime
5977,Kavya Iyer,user105977@example.com,2023-06-22,Chennai,East,Non-Prime
5978,Ravi Rao,user105978@example.com,2022-01-07,Bengaluru,West,Non-Prime
5979,Rohan Kumar,user105979@example.com,2024-07-30,Chennai,West,Non-Prime
5980,Diya Sharma,user105980@example.com,2025-07-13,Chennai,Central,Non-Prime
5981,Kavya Iyer,user105981@example.com,2021-12-13,Jaipur,North,Non-Prime
5982,Rohan Kumar,user105982@example.com,2025-05-06,Ahmedabad,West,Non-Prime
5983,Rohan Kapoor,user105983@example.com,2024-10-09,Hyderabad,North,Non-Prime
5984,Pooja Iyer,user105984@example.com,2024-09-23,Mumbai,North,Non-Prime
5985,Akki Kapoor,user105985@example.com,2022-12-07,Lucknow,West,Non-Prime
5986,Vivaan Nair,user105986@example.com,2025-06-12,Jaipur,East,Non-Prime
5987,Sunita Verma,user105987@example.com,2024-06-26,Kolkata,North,Non-Prime
5988,Diya Iyer,user105988@example.com,2024-03-07,Delhi,South,Prime
5989,Raj Kumar,user105989@example.com,2023-10-27,Kolkata,South,Non-Prime
5990,Vivaan Iyer,user105990@example.com,2022-11-19,Kolkata,East,Non-Prime
5991,Vivaan Nair,user105991@example.com,2024-04-08,Jaipur,South,Prime
5992,Aarav Mehta,user105992@example.com,2021-10-12,Chennai,South,Non-Prime
5993,Ankit Gupta,user105993@example.com,2023-12-12,Chennai,East,Non-Prime
5994,Sameer Bose,user105994@example.com,2022-01-04,Kolkata,West,Non-Prime
5995,Rohan Shah,user105995@example.com,2023-02-24,Lucknow,West,Non-Prime
5996,Pooja Nair,user105996@example.com,2025-02-15,Hyderabad,Central,Non-Prime
5997,Ritika Iyer,user105997@example.com,2024-08-28,Hyderabad,Central,Non-Prime
5998,Aarav Nair,user105998@example.com,2025-05-25,Lucknow,West,Prime
5999,Akki Gupta,user105999@example.com,2021-10-18,Pune,North,Non-Prime
6000,Vivaan Nair,user106000@example.com,2024-10-04,Lucknow,South,Prime
6001,Ravi Verma,user106001@example.com,2021-11-11,Mumbai,West,Non-Prime
6002,Diya Sharma,user106002@example.com,2024-11-04,Lucknow,North,Non-Prime
6003,Sameer Nair,user106003@example.com,2024-09-12,Ahmedabad,West,Non-Prime
6004,Rohan Nair,user106004@example.com,2023-10-06,Hyderabad,Central,Prime
6005,Sunita Rao,user106005@example.com,2023-06-12,Jaipur,West,Non-Prime
6006,Diya Nair,user106006@example.com,2024-01-05,Mumbai,North,Non-Prime
6007,Saanvi Sharma,user106007@example.com,2023-01-27,Chennai,East,Non-Prime
6008,Aisha Kumar,user106008@example.com,2023-11-23,Bengaluru,East,Non-Prime
6009,Rohan Verma,user106009@example.com,2024-03-15,Delhi,West,Non-Prime
6010,Aditya Patel,user106010@example.com,2024-04-23,Jaipur,West,Prime
6011,Sunita Verma,user106011@example.com,2024-04-24,Pune,North,Prime
6012,Sunita Patel,user106012@example.com,2022-03-07,Mumbai,Central,Prime
6013,Aditya Nair,user106013@example.com,2021-11-25,Pune,Central,Non-Prime
6014,Ritika Iyer,user106014@example.com,2025-05-16,Ahmedabad,West,Prime
6015,Akki Kumar,user106015@example.com,2025-02-08,Chennai,West,Non-Prime
6016,Ishaan Chowdhury,user106016@example.com,2023-05-03,Mumbai,West,Prime
6017,Akki Bose,user106017@example.com,2023-08-03,Mumbai,East,Prime
6018,Ritika Patel,user106018@example.com,2024-01-26,Chennai,East,Non-Prime
6019,Aisha Singh,user106019@example.com,2024-04-02,Delhi,South,Prime
6020,Ankit Iyer,user106020@example.com,2022-08-28,Jaipur,South,Prime
6021,Ankit Bose,user106021@example.com,2021-10-22,Mumbai,South,Non-Prime
6022,Ishaan Joshi,user106022@example.com,2023-06-28,Bengaluru,North,Non-Prime
6023,Priya Patel,user106023@example.com,2022-04-24,Ahmedabad,Central,Non-Prime
6024,Aisha Kumar,user106024@example.com,2024-08-03,Ahmedabad,North,Prime
6025,Priya Kumar,user106025@example.com,2024-05-04,Mumbai,West,Non-Prime
6026,Raj Kumar,user106026@example.com,2022-09-17,Delhi,West,Non-Prime
6027,Ravi Verma,user106027@example.com,2023-05-08,Kolkata,North,Prime
6028,Aditya Shah,user106028@example.com,2024-07-31,Bengaluru,East,Prime
6029,Pooja Kapoor,user106029@example.com,2025-04-15,Ahmedabad,East,Non-Prime
6030,Vivaan Joshi,user106030@example.com,2022-03-15,Pune,West,Non-Prime
6031,Akki Mehta,user106031@example.com,2024-11-11,Hyderabad,East,Prime
6032,Akshay Rao,user106032@example.com,2022-11-26,Kolkata,North,Non-Prime
6033,Rohan Sharma,user106033@example.com,2024-02-10,Kolkata,North,Non-Prime
6034,Pooja Singh,user106034@example.com,2025-08-20,Bengaluru,East,Non-Prime
6035,Rohan Singh,user106035@example.com,2023-01-06,Delhi,South,Non-Prime
6036,Saanvi Verma,user106036@example.com,2023-04-26,Pune,West,Non-Prime
6037,Rohan Kumar,user106037@example.com,2022-09-16,Kolkata,Central,Non-Prime
6038,Aditya Gupta,user106038@example.com,2025-07-10,Bengaluru,North,Prime
6039,Ankit Shah,user106039@example.com,2021-09-09,Lucknow,North,Non-Prime
6040,Aisha Bose,user106040@example.com,2024-12-25,Pune,North,Non-Prime
6041,Ravi Joshi,user106041@example.com,2023-09-14,Lucknow,East,Non-Prime
6042,Raj Verma,user106042@example.com,2024-03-23,Lucknow,West,Non-Prime
6043,Ishaan Nair,user106043@example.com,2022-07-20,Chennai,Central,Non-Prime
6044,Aditya Iyer,user106044@example.com,2023-05-27,Mumbai,North,Non-Prime
6045,Sunita Chowdhury,user106045@example.com,2023-04-05,Ahmedabad,South,Non-Prime
6046,Sunita Kapoor,user106046@example.com,2024-09-20,Chennai,West,Non-Prime
6047,Kavya Rao,user106047@example.com,2022-09-04,Mumbai,West,Non-Prime
6048,Pooja Iyer,user106048@example.com,2025-03-02,Bengaluru,North,Prime
6049,Pooja Singh,user106049@example.com,2024-08-01,Lucknow,Central,Non-Prime
6050,Aarav Sharma,user106050@example.com,2023-07-17,Mumbai,Central,Non-Prime
6051,Aditya Bose,user106051@example.com,2023-05-24,Mumbai,Central,Non-Prime
6052,Rohan Mehta,user106052@example.com,2023-09-26,Lucknow,North,Prime
6053,Ravi Mehta,user106053@example.com,2022-08-17,Ahmedabad,Central,Non-Prime
6054,Raj Iyer,user106054@example.com,2023-12-11,Mumbai,West,Prime
6055,Sunita Kapoor,user106055@example.com,2025-04-26,Bengaluru,North,Non-Prime
6056,Akshay Bose,user106056@example.com,2023-04-23,Bengaluru,Central,Non-Prime
6057,Sunita Nair,user106057@example.com,2024-05-10,Lucknow,South,Non-Prime
6058,Ritika Mehta,user106058@example.com,2025-05-21,Mumbai,North,Non-Prime
6059,Saanvi Singh,user106059@example.com,2022-06-20,Pune,South,Prime
6060,Ishaan Kumar,user106060@example.com,2022-01-11,Lucknow,West,Non-Prime
6061,Ankit Chowdhury,user106061@example.com,2025-02-06,Delhi,Central,Non-Prime
6062,Vivaan Bose,user106062@example.com,2023-02-12,Pune,North,Non-Prime
6063,Akki Verma,user106063@example.com,2022-08-02,Mumbai,Central,Non-Prime
6064,Aarav Iyer,user106064@example.com,2023-02-22,Kolkata,South,Non-Prime
6065,Rohan Sharma,user106065@example.com,2025-08-16,Bengaluru,South,Non-Prime
6066,Saanvi Sharma,user106066@example.com,2022-11-15,Ahmedabad,Central,Non-Prime
6067,Rohan Kapoor,user106067@example.com,2022-04-13,Kolkata,West,Non-Prime
6068,Sunita Joshi,user106068@example.com,2025-08-20,Jaipur,Central,Non-Prime
6069,Aisha Gupta,user106069@example.com,2022-06-09,Hyderabad,West,Prime
6070,Aditya Gupta,user106070@example.com,2023-11-04,Lucknow,East,Non-Prime
6071,Raj Kumar,user106071@example.com,2024-05-03,Mumbai,East,Non-Prime
6072,Diya Sharma,user106072@example.com,2022-02-17,Hyderabad,West,Non-Prime
6073,Sameer Chowdhury,user106073@example.com,2022-05-02,Lucknow,East,Non-Prime
6074,Ritika Patel,user106074@example.com,2024-05-23,Delhi,North,Non-Prime
6075,Aisha Verma,user106075@example.com,2021-12-01,Bengaluru,South,Non-Prime
6076,Ishaan Rao,user106076@example.com,2023-08-09,Jaipur,North,Prime
6077,Ritika Gupta,user106077@example.com,2024-06-25,Chennai,Central,Non-Prime
6078,Raj Verma,user106078@example.com,2022-03-03,Pune,East,Non-Prime
6079,Vivaan Chowdhury,user106079@example.com,2022-04-03,Chennai,South,Non-Prime
6080,Priya Chowdhury,user106080@example.com,2023-12-14,Ahmedabad,Central,Prime
6081,Vivaan Sharma,user106081@example.com,2021-08-25,Mumbai,East,Non-Prime
6082,Akshay Kumar,user106082@example.com,2024-07-01,Kolkata,East,Non-Prime
6083,Akshay Sharma,user106083@example.com,2023-02-18,Ahmedabad,North,Non-Prime
6084,Ravi Chowdhury,user106084@example.com,2022-11-30,Pune,Central,Non-Prime
6085,Sunita Kapoor,user106085@example.com,2023-11-25,Bengaluru,East,Non-Prime
6086,Pooja Nair,user106086@example.com,2022-07-19,Kolkata,West,Non-Prime
6087,Aarav Chowdhury,user106087@example.com,2023-10-13,Kolkata,East,Non-Prime
6088,Pooja Joshi,user106088@example.com,2024-06-30,Chennai,Central,Non-Prime
6089,Akki Chowdhury,user106089@example.com,2022-02-18,Kolkata,East,Non-Prime
6090,Sameer Patel,user106090@example.com,2022-03-03,Bengaluru,West,Non-Prime
6091,Akshay Chowdhury,user106091@example.com,2021-10-04,Pune,Central,Non-Prime
6092,Aditya Rao,user106092@example.com,2023-11-22,Mumbai,Central,Non-Prime
6093,Sameer Nair,user106093@example.com,2025-07-24,Mumbai,West,Prime
6094,Anaya Kapoor,user106094@example.com,2022-01-07,Lucknow,West,Non-Prime
6095,Aisha Iyer,user106095@example.com,2024-11-13,Pune,North,Non-Prime
6096,Ishaan Kapoor,user106096@example.com,2022-11-05,Ahmedabad,Central,Prime
6097,Pooja Kapoor,user106097@example.com,2025-04-30,Chennai,Central,Non-Prime
6098,Aarav Shah,user106098@example.com,2024-10-05,Delhi,West,Non-Prime
6099,Pooja Gupta,user106099@example.com,2022-01-02,Pune,East,Non-Prime
6100,Rohan Sharma,user106100@example.com,2022-06-21,Kolkata,North,Prime
6101,Aarav Patel,user106101@example.com,2024-01-28,Kolkata,South,Prime
6102,Akshay Bose,user106102@example.com,2021-12-23,Delhi,North,Prime
6103,Aditya Joshi,user106103@example.com,2024-06-20,Jaipur,Central,Prime
6104,Saanvi Kapoor,user106104@example.com,2022-09-11,Kolkata,Central,Non-Prime
6105,Kavya Joshi,user106105@example.com,2024-10-12,Lucknow,Central,Non-Prime
6106,Diya Rao,user106106@example.com,2024-10-05,Ahmedabad,West,Prime
6107,Ankit Bose,user106107@example.com,2023-07-11,Delhi,South,Non-Prime
6108,Priya Kapoor,user106108@example.com,2023-09-27,Mumbai,West,Non-Prime
6109,Kavya Patel,user106109@example.com,2021-09-23,Kolkata,South,Non-Prime
6110,Akki Sharma,user106110@example.com,2021-10-15,Pune,West,Non-Prime
6111,Ankit Verma,user106111@example.com,2022-09-25,Jaipur,Central,Non-Prime
6112,Vivaan Rao,user106112@example.com,2021-12-08,Ahmedabad,Central,Prime
6113,Akki Chowdhury,user106113@example.com,2024-06-30,Jaipur,East,Non-Prime
6114,Kavya Patel,user106114@example.com,2023-12-27,Lucknow,South,Non-Prime
6115,Anaya Sharma,user106115@example.com,2021-09-13,Jaipur,East,Non-Prime
6116,Diya Joshi,user106116@example.com,2023-03-25,Chennai,Central,Non-Prime
6117,Ankit Shah,user106117@example.com,2024-08-23,Bengaluru,South,Non-Prime
6118,Akshay Kapoor,user106118@example.com,2024-05-04,Delhi,South,Non-Prime
6119,Ritika Bose,user106119@example.com,2025-08-12,Kolkata,South,Non-Prime
6120,Aarav Singh,user106120@example.com,2025-05-20,Bengaluru,South,Prime
6121,Saanvi Singh,user106121@example.com,2022-07-27,Jaipur,Central,Prime
6122,Ishaan Mehta,user106122@example.com,2024-03-07,Bengaluru,Central,Non-Prime
6123,Vivaan Patel,user106123@example.com,2023-07-31,Jaipur,South,Prime
6124,Saanvi Chowdhury,user106124@example.com,2022-07-07,Mumbai,East,Prime
6125,Anaya Kapoor,user106125@example.com,2021-09-26,Hyderabad,North,Prime
6126,Aditya Singh,user106126@example.com,2023-06-23,Kolkata,Central,Non-Prime
6127,Kavya Patel,user106127@example.com,2023-05-12,Delhi,South,Non-Prime
6128,Aisha Singh,user106128@example.com,2024-05-13,Chennai,North,Non-Prime
6129,Aditya Iyer,user106129@example.com,2022-11-30,Chennai,Central,Non-Prime
6130,Diya Kapoor,user106130@example.com,2025-07-04,Lucknow,East,Non-Prime
6131,Ravi Rao,user106131@example.com,2025-07-10,Lucknow,North,Prime
6132,Ankit Chowdhury,user106132@example.com,2021-10-31,Bengaluru,South,Non-Prime
6133,Kavya Rao,user106133@example.com,2025-03-28,Chennai,West,Non-Prime
6134,Diya Joshi,user106134@example.com,2023-07-07,Bengaluru,Central,Non-Prime
6135,Ritika Singh,user106135@example.com,2023-12-07,Mumbai,West,Non-Prime
6136,Akki Patel,user106136@example.com,2022-09-21,Jaipur,South,Prime
6137,Raj Shah,user106137@example.com,2024-06-26,Jaipur,West,Non-Prime
6138,Ravi Rao,user106138@example.com,2025-03-21,Kolkata,East,Non-Prime
6139,Sameer Shah,user106139@example.com,2025-07-12,Lucknow,North,Non-Prime
6140,Raj Joshi,user106140@example.com,2024-09-11,Ahmedabad,West,Prime
6141,Vivaan Singh,user106141@example.com,2021-09-18,Bengaluru,East,Non-Prime
6142,Pooja Shah,user106142@example.com,2022-04-12,Ahmedabad,Central,Non-Prime
6143,Diya Verma,user106143@example.com,2022-12-20,Ahmedabad,West,Non-Prime
6144,Kavya Singh,user106144@example.com,2024-09-08,Hyderabad,Central,Non-Prime
6145,Aditya Verma,user106145@example.com,2022-07-19,Chennai,West,Non-Prime
6146,Ritika Gupta,user106146@example.com,2022-04-05,Bengaluru,North,Non-Prime
6147,Ishaan Mehta,user106147@example.com,2021-07-26,Chennai,East,Non-Prime
6148,Akki Sharma,user106148@example.com,2022-02-08,Kolkata,North,Non-Prime
6149,Ritika Sharma,user106149@example.com,2022-04-22,Pune,South,Non-Prime
6150,Kavya Mehta,user106150@example.com,2022-03-27,Pune,South,Prime
6151,Aisha Rao,user106151@example.com,2023-07-21,Ahmedabad,South,Non-Prime
6152,Priya Joshi,user106152@example.com,2022-07-19,Jaipur,Central,Non-Prime
6153,Ishaan Patel,user106153@example.com,2024-11-19,Bengaluru,South,Non-Prime
6154,Ravi Kumar,user106154@example.com,2023-04-09,Ahmedabad,West,Non-Prime
6155,Sameer Kumar,user106155@example.com,2023-01-29,Mumbai,East,Prime
6156,Ravi Sharma,user106156@example.com,2024-08-23,Hyderabad,West,Non-Prime
6157,Ishaan Singh,user106157@example.com,2025-07-24,Chennai,North,Prime
6158,Sunita Iyer,user106158@example.com,2022-07-28,Kolkata,West,Non-Prime
6159,Pooja Iyer,user106159@example.com,2024-02-01,Mumbai,South,Non-Prime
6160,Priya Rao,user106160@example.com,2024-01-22,Delhi,Central,Non-Prime
6161,Sameer Nair,user106161@example.com,2022-02-26,Ahmedabad,North,Non-Prime
6162,Aisha Rao,user106162@example.com,2024-06-29,Chennai,West,Non-Prime
6163,Priya Patel,user106163@example.com,2025-06-17,Lucknow,North,Prime
6164,Aditya Kumar,user106164@example.com,2024-12-12,Hyderabad,South,Non-Prime
6165,Akki Mehta,user106165@example.com,2021-11-29,Pune,West,Prime
6166,Vivaan Iyer,user106166@example.com,2022-03-19,Lucknow,South,Non-Prime
6167,Akshay Shah,user106167@example.com,2022-01-08,Kolkata,West,Prime
6168,Ishaan Shah,user106168@example.com,2024-06-02,Mumbai,West,Non-Prime
6169,Pooja Iyer,user106169@example.com,2024-08-29,Chennai,Central,Non-Prime
6170,Akshay Kumar,user106170@example.com,2025-01-10,Hyderabad,South,Non-Prime
6171,Aisha Iyer,user106171@example.com,2023-10-24,Kolkata,South,Non-Prime
6172,Anaya Kapoor,user106172@example.com,2024-02-18,Lucknow,South,Non-Prime
6173,Ishaan Patel,user106173@example.com,2022-12-28,Ahmedabad,Central,Prime
6174,Pooja Shah,user106174@example.com,2022-10-20,Mumbai,South,Non-Prime
6175,Priya Gupta,user106175@example.com,2022-05-29,Delhi,Central,Non-Prime
6176,Ishaan Gupta,user106176@example.com,2023-06-14,Delhi,Central,Non-Prime
6177,Aditya Mehta,user106177@example.com,2024-04-09,Delhi,North,Non-Prime
6178,Aisha Shah,user106178@example.com,2023-05-10,Delhi,East,Non-Prime
6179,Ishaan Nair,user106179@example.com,2021-08-29,Kolkata,East,Prime
6180,Sunita Rao,user106180@example.com,2024-02-12,Ahmedabad,East,Prime
6181,Akshay Kumar,user106181@example.com,2022-12-13,Hyderabad,West,Prime
6182,Akshay Nair,user106182@example.com,2025-05-28,Lucknow,East,Prime
6183,Ankit Kapoor,user106183@example.com,2024-03-14,Mumbai,North,Non-Prime
6184,Ishaan Kumar,user106184@example.com,2023-10-23,Chennai,West,Prime
6185,Ishaan Patel,user106185@example.com,2025-02-26,Jaipur,East,Prime
6186,Vivaan Nair,user106186@example.com,2022-08-25,Pune,Central,Prime
6187,Ankit Iyer,user106187@example.com,2025-07-13,Mumbai,South,Non-Prime
6188,Priya Sharma,user106188@example.com,2024-05-08,Hyderabad,West,Non-Prime
6189,Aarav Kapoor,user106189@example.com,2024-01-24,Hyderabad,East,Non-Prime
6190,Vivaan Sharma,user106190@example.com,2022-01-11,Mumbai,East,Prime
6191,Ishaan Patel,user106191@example.com,2023-04-25,Ahmedabad,East,Prime
6192,Kavya Nair,user106192@example.com,2025-06-24,Mumbai,South,Non-Prime
6193,Aditya Shah,user106193@example.com,2023-10-15,Jaipur,East,Non-Prime
6194,Aisha Verma,user106194@example.com,2022-06-30,Delhi,South,Prime
6195,Saanvi Mehta,user106195@example.com,2023-06-07,Chennai,East,Non-Prime
6196,Rohan Rao,user106196@example.com,2025-07-23,Chennai,Central,Non-Prime
6197,Akshay Mehta,user106197@example.com,2022-06-17,Kolkata,East,Prime
6198,Aisha Rao,user106198@example.com,2022-11-13,Ahmedabad,West,Non-Prime
6199,Saanvi Iyer,user106199@example.com,2022-12-25,Ahmedabad,North,Prime
6200,Vivaan Chowdhury,user106200@example.com,2022-01-22,Delhi,South,Non-Prime
6201,Aditya Joshi,user106201@example.com,2022-08-01,Hyderabad,Central,Prime
6202,Sunita Verma,user106202@example.com,2024-04-22,Delhi,West,Prime
6203,Ankit Joshi,user106203@example.com,2025-03-17,Chennai,Central,Non-Prime
6204,Akshay Singh,user106204@example.com,2022-03-15,Bengaluru,North,Non-Prime
6205,Anaya Rao,user106205@example.com,2024-01-27,Kolkata,North,Non-Prime
6206,Ravi Iyer,user106206@example.com,2021-11-17,Ahmedabad,Central,Non-Prime
6207,Aarav Sharma,user106207@example.com,2021-11-27,Chennai,South,Non-Prime
6208,Pooja Patel,user106208@example.com,2024-12-17,Kolkata,North,Non-Prime
6209,Akshay Kumar,user106209@example.com,2024-01-23,Lucknow,Central,Non-Prime
6210,Raj Singh,user106210@example.com,2025-02-13,Mumbai,East,Non-Prime
6211,Vivaan Kumar,user106211@example.com,2023-06-27,Chennai,West,Non-Prime
6212,Aarav Kumar,user106212@example.com,2023-12-13,Bengaluru,West,Non-Prime
6213,Priya Gupta,user106213@example.com,2022-11-15,Chennai,West,Non-Prime
6214,Ravi Gupta,user106214@example.com,2023-08-26,Kolkata,South,Prime
6215,Diya Gupta,user106215@example.com,2021-10-10,Delhi,West,Non-Prime
6216,Anaya Singh,user106216@example.com,2023-01-30,Hyderabad,East,Non-Prime
6217,Aditya Shah,user106217@example.com,2022-03-19,Delhi,West,Prime
6218,Vivaan Joshi,user106218@example.com,2023-12-01,Hyderabad,East,Non-Prime
6219,Pooja Kapoor,user106219@example.com,2024-09-12,Kolkata,North,Non-Prime
6220,Sameer Verma,user106220@example.com,2022-09-13,Kolkata,South,Non-Prime
